Token,Lemma,POS,Dep,Head_Lemma,Is_Stop,Is_Alpha,Is_Dialogue,Sentence_ID,Token_Index
possible,possible,ADJ,amod,as,False,True,False,4109,104045
.,.,PUNCT,punct,be,False,False,False,4109,104046
“,"""",PUNCT,punct,cry,False,False,True,4110,104047
But,but,CCONJ,cc,cry,True,True,True,4110,104048
what,what,PRON,nsubj,be,True,True,True,4110,104049
is,be,AUX,ccomp,cry,True,True,True,4110,104050
to,to,PART,aux,do,True,True,True,4110,104051
be,be,AUX,auxpass,do,True,True,True,4110,104052
done,do,VERB,xcomp,be,True,True,True,4110,104053
about,about,ADP,prep,do,True,True,True,4110,104054
Pemberley,pemberley,PROPN,pobj,about,False,True,True,4110,104055
?,?,PUNCT,punct,cry,False,False,True,4110,104056
”,"""",PUNCT,punct,cry,False,False,True,4110,104057
cried,cry,VERB,ROOT,cry,False,True,False,4110,104058
Mrs.,mrs.,PROPN,compound,gardiner,False,False,False,4110,104059
Gardiner,gardiner,PROPN,nsubj,cry,False,True,False,4110,104060
.,.,PUNCT,punct,cry,False,False,False,4110,104061
“,"""",PUNCT,punct,tell,False,False,True,4111,104062
John,john,PROPN,nsubj,tell,False,True,True,4111,104063
told,tell,VERB,ROOT,tell,False,True,True,4111,104064
us,we,PRON,dobj,tell,True,True,True,4111,104065
Mr.,mr.,PROPN,compound,darcy,False,False,True,4111,104066
Darcy,darcy,PROPN,nsubj,be,False,True,True,4111,104067
was,be,AUX,ccomp,tell,True,True,True,4111,104068
here,here,ADV,advmod,be,True,True,True,4111,104069
when,when,SCONJ,advmod,send,True,True,True,4111,104070
you,you,PRON,nsubj,send,True,True,True,4111,104071
sent,send,VERB,advcl,be,False,True,True,4111,104072
for,for,ADP,prep,send,True,True,True,4111,104073
us;--was,us;--was,PUNCT,punct,tell,False,False,True,4111,104074
it,it,PRON,nsubj,us;--was,True,True,True,4111,104075
so,so,ADV,advmod,tell,True,True,True,4111,104076
?,?,PUNCT,punct,tell,False,False,True,4111,104077
”,"""",PUNCT,punct,tell,False,False,True,4111,104078
“,"""",PUNCT,punct,yes,False,False,True,4112,104079
Yes,yes,INTJ,ROOT,yes,False,True,True,4112,104080
;,;,PUNCT,punct,yes,False,False,True,4112,104081
and,and,CCONJ,cc,yes,True,True,True,4112,104082
I,i,PRON,nsubj,tell,True,True,True,4112,104083
told,tell,VERB,conj,yes,False,True,True,4112,104084
him,he,PRON,dobj,tell,True,True,True,4112,104085
we,we,PRON,nsubj,be,True,True,True,4112,104086
should,should,AUX,aux,be,True,True,True,4112,104087
not,not,PART,neg,be,True,True,True,4112,104088
be,be,AUX,ccomp,tell,True,True,True,4112,104089
able,able,ADJ,acomp,be,False,True,True,4112,104090
to,to,PART,aux,keep,True,True,True,4112,104091
keep,keep,VERB,xcomp,able,True,True,True,4112,104092
our,our,PRON,poss,engagement,True,True,True,4112,104093
engagement,engagement,NOUN,dobj,keep,False,True,True,4112,104094
.,.,PUNCT,punct,tell,False,False,True,4112,104095
_,_,PUNCT,punct,settle,False,False,True,4113,104096
That,that,PRON,nsubjpass,settle,True,True,True,4113,104097
_,_,PUNCT,punct,settle,False,False,True,4113,104098
is,be,AUX,auxpass,settle,True,True,True,4113,104099
all,all,PRON,advmod,settle,True,True,True,4113,104100
settled,settle,VERB,ROOT,settle,False,True,True,4113,104101
.,.,PUNCT,punct,settle,False,False,True,4113,104102
”,"""",PUNCT,punct,settle,False,False,True,4113,104103
“,"""",PUNCT,punct,repeat,False,False,True,4114,104104
What,what,PRON,nsubjpass,settle,True,True,True,4114,104105
is,be,AUX,auxpass,settle,True,True,True,4114,104106
all,all,PRON,dep,settle,True,True,True,4114,104107
settled,settle,VERB,ccomp,repeat,False,True,True,4114,104108
?,?,PUNCT,punct,repeat,False,False,True,4114,104109
”,"""",PUNCT,punct,repeat,False,False,True,4114,104110
repeated,repeat,VERB,ROOT,repeat,False,True,False,4114,104111
the,the,DET,det,other,True,True,False,4114,104112
other,other,ADJ,nsubj,repeat,True,True,False,4114,104113
",",",",PUNCT,punct,repeat,False,False,False,4114,104114
as,as,SCONJ,mark,run,True,True,False,4114,104115
she,she,PRON,nsubj,run,True,True,False,4114,104116
ran,run,VERB,advcl,repeat,False,True,False,4114,104117
into,into,ADP,prep,run,True,True,False,4114,104118
her,her,PRON,poss,room,True,True,False,4114,104119
room,room,NOUN,pobj,into,False,True,False,4114,104120
to,to,PART,aux,prepare,True,True,False,4114,104121
prepare,prepare,VERB,advcl,run,False,True,False,4114,104122
.,.,PUNCT,punct,repeat,False,False,False,4114,104123
“,"""",PUNCT,punct,be,False,False,True,4115,104124
And,and,CCONJ,cc,be,True,True,True,4115,104125
are,be,AUX,ROOT,be,True,True,True,4115,104126
they,they,PRON,nsubj,be,True,True,True,4115,104127
upon,upon,SCONJ,prep,be,True,True,True,4115,104128
such,such,ADJ,amod,term,True,True,True,4115,104129
terms,term,NOUN,pobj,upon,False,True,True,4115,104130
as,as,ADP,prep,term,True,True,True,4115,104131
for,for,SCONJ,mark,disclose,True,True,True,4115,104132
her,she,PRON,nsubj,disclose,True,True,True,4115,104133
to,to,PART,aux,disclose,True,True,True,4115,104134
disclose,disclose,VERB,pcomp,as,False,True,True,4115,104135
the,the,DET,det,truth,True,True,True,4115,104136
real,real,ADJ,amod,truth,False,True,True,4115,104137
truth,truth,NOUN,dobj,disclose,False,True,True,4115,104138
?,?,PUNCT,punct,be,False,False,True,4115,104139
Oh,oh,INTJ,intj,know,False,True,True,4116,104140
",",",",PUNCT,punct,know,False,False,True,4116,104141
that,that,SCONJ,mark,know,True,True,True,4116,104142
I,i,PRON,nsubj,know,True,True,True,4116,104143
knew,know,VERB,ROOT,know,False,True,True,4116,104144
how,how,SCONJ,advmod,be,True,True,True,4116,104145
it,it,PRON,nsubj,be,True,True,True,4116,104146
was,be,AUX,ccomp,know,True,True,True,4116,104147
!,!,PUNCT,punct,know,False,False,True,4116,104148
”,"""",PUNCT,punct,know,False,False,True,4116,104149
But,but,CCONJ,cc,be,True,True,False,4117,104150
wishes,wish,NOUN,nsubj,be,False,True,False,4117,104151
were,be,AUX,ROOT,be,True,True,False,4117,104152
vain,vain,ADJ,acomp,be,False,True,False,4117,104153
;,;,PUNCT,punct,be,False,False,False,4117,104154
or,or,CCONJ,cc,be,True,True,False,4117,104155
",",",",PUNCT,punct,be,False,False,False,4117,104156
at,at,ADP,advmod,good,True,True,False,4117,104157
best,good,ADJ,advmod,serve,False,True,False,4117,104158
",",",",PUNCT,punct,serve,False,False,False,4117,104159
could,could,AUX,aux,serve,True,True,False,4117,104160
serve,serve,VERB,conj,be,False,True,False,4117,104161
only,only,ADV,advmod,amuse,True,True,False,4117,104162
to,to,PART,aux,amuse,True,True,False,4117,104163
amuse,amuse,VERB,xcomp,serve,False,True,False,4117,104164
her,she,PRON,dobj,amuse,True,True,False,4117,104165
in,in,ADP,prep,amuse,True,True,False,4117,104166
the,the,DET,det,hurry,True,True,False,4117,104167
hurry,hurry,NOUN,pobj,in,False,True,False,4117,104168
and,and,CCONJ,cc,hurry,True,True,False,4117,104169
confusion,confusion,NOUN,conj,hurry,False,True,False,4117,104170
of,of,ADP,prep,hurry,True,True,False,4117,104171
the,the,DET,det,hour,True,True,False,4117,104172
following,follow,VERB,amod,hour,False,True,False,4117,104173
hour,hour,NOUN,pobj,of,False,True,False,4117,104174
.,.,PUNCT,punct,be,False,False,False,4117,104175
Had,have,AUX,aux,be,True,True,False,4118,104176
Elizabeth,elizabeth,PROPN,nsubj,be,False,True,False,4118,104177
been,be,AUX,advcl,remain,True,True,False,4118,104178
at,at,ADP,prep,be,True,True,False,4118,104179
leisure,leisure,NOUN,pobj,at,False,True,False,4118,104180
to,to,PART,aux,be,True,True,False,4118,104181
be,be,AUX,xcomp,be,True,True,False,4118,104182
idle,idle,ADJ,acomp,be,False,True,False,4118,104183
",",",",PUNCT,punct,remain,False,False,False,4118,104184
she,she,PRON,nsubj,remain,True,True,False,4118,104185
would,would,AUX,aux,remain,True,True,False,4118,104186
have,have,AUX,aux,remain,True,True,False,4118,104187
remained,remain,VERB,ROOT,remain,False,True,False,4118,104188
certain,certain,ADJ,acomp,remain,False,True,False,4118,104189
that,that,SCONJ,mark,be,True,True,False,4118,104190
all,all,DET,det,employment,True,True,False,4118,104191
employment,employment,NOUN,nsubj,be,False,True,False,4118,104192
was,be,AUX,ccomp,certain,True,True,False,4118,104193
impossible,impossible,ADJ,acomp,be,False,True,False,4118,104194
to,to,ADP,prep,impossible,True,True,False,4118,104195
one,one,NUM,pobj,to,True,True,False,4118,104196
so,so,ADV,advmod,wretched,True,True,False,4118,104197
wretched,wretched,ADJ,amod,one,False,True,False,4118,104198
as,as,ADP,prep,wretched,True,True,False,4118,104199
herself,herself,PRON,pobj,as,True,True,False,4118,104200
;,;,PUNCT,punct,remain,False,False,False,4118,104201
but,but,CCONJ,cc,remain,True,True,False,4118,104202
she,she,PRON,nsubj,have,True,True,False,4118,104203
had,have,VERB,conj,remain,True,True,False,4118,104204
her,her,PRON,poss,share,True,True,False,4118,104205
share,share,NOUN,dobj,have,False,True,False,4118,104206
of,of,ADP,prep,share,True,True,False,4118,104207
business,business,NOUN,pobj,of,False,True,False,4118,104208
as,as,ADV,advmod,as,True,True,False,4118,104209
well,well,ADV,advmod,as,True,True,False,4118,104210
as,as,ADP,cc,share,True,True,False,4118,104211
her,her,PRON,poss,aunt,True,True,False,4118,104212
aunt,aunt,NOUN,conj,share,False,True,False,4118,104213
",",",",PUNCT,punct,have,False,False,False,4118,104214
and,and,CCONJ,cc,have,True,True,False,4118,104215
amongst,amongst,ADP,prep,be,True,True,False,4118,104216
the,the,DET,det,rest,True,True,False,4118,104217
rest,rest,NOUN,pobj,amongst,False,True,False,4118,104218
there,there,PRON,expl,be,True,True,False,4118,104219
were,be,VERB,conj,have,True,True,False,4118,104220
notes,note,NOUN,attr,be,False,True,False,4118,104221
to,to,PART,aux,write,True,True,False,4118,104222
be,be,AUX,auxpass,write,True,True,False,4118,104223
written,write,VERB,relcl,note,False,True,False,4118,104224
to,to,ADP,dative,write,True,True,False,4118,104225
all,all,DET,det,friend,True,True,False,4118,104226
their,their,PRON,poss,friend,True,True,False,4118,104227
friends,friend,NOUN,pobj,to,False,True,False,4118,104228
at,at,ADP,prep,friend,True,True,False,4118,104229
Lambton,lambton,PROPN,pobj,at,False,True,False,4118,104230
",",",",PUNCT,punct,write,False,False,False,4118,104231
with,with,ADP,prep,write,True,True,False,4118,104232
false,false,ADJ,amod,excuse,False,True,False,4118,104233
excuses,excuse,NOUN,pobj,with,False,True,False,4118,104234
for,for,ADP,prep,excuse,True,True,False,4118,104235
their,their,PRON,poss,departure,True,True,False,4118,104236
sudden,sudden,ADJ,amod,departure,False,True,False,4118,104237
departure,departure,NOUN,pobj,for,False,True,False,4118,104238
.,.,PUNCT,punct,be,False,False,False,4118,104239
An,an,DET,det,hour,True,True,False,4119,104240
hour,hour,NOUN,nsubj,see,False,True,False,4119,104241
",",",",PUNCT,punct,see,False,False,False,4119,104242
however,however,ADV,advmod,see,True,True,False,4119,104243
",",",",PUNCT,punct,see,False,False,False,4119,104244
saw,see,VERB,ROOT,see,False,True,False,4119,104245
the,the,DET,det,whole,True,True,False,4119,104246
whole,whole,NOUN,nsubj,complete,True,True,False,4119,104247
completed,complete,VERB,ccomp,see,False,True,False,4119,104248
;,;,PUNCT,punct,see,False,False,False,4119,104249
and,and,CCONJ,cc,see,True,True,False,4119,104250
Mr.,mr.,PROPN,compound,gardiner,False,False,False,4119,104251
Gardiner,gardiner,PROPN,nsubj,remain,False,True,False,4119,104252
",",",",PUNCT,punct,remain,False,False,False,4119,104253
meanwhile,meanwhile,ADV,advmod,remain,True,True,False,4119,104254
",",",",PUNCT,punct,remain,False,False,False,4119,104255
having,having,AUX,aux,settle,False,True,False,4119,104256
settled,settle,VERB,advcl,remain,False,True,False,4119,104257
his,his,PRON,poss,account,True,True,False,4119,104258
account,account,NOUN,dobj,settle,False,True,False,4119,104259
at,at,ADP,prep,settle,True,True,False,4119,104260
the,the,DET,det,inn,True,True,False,4119,104261
inn,inn,NOUN,pobj,at,False,True,False,4119,104262
",",",",PUNCT,punct,remain,False,False,False,4119,104263
nothing,nothing,PRON,nsubj,remain,True,True,False,4119,104264
remained,remain,VERB,conj,see,False,True,False,4119,104265
to,to,PART,aux,do,True,True,False,4119,104266
be,be,AUX,auxpass,do,True,True,False,4119,104267
done,do,VERB,acl,gardiner,True,True,False,4119,104268
but,but,CCONJ,cc,remain,True,True,False,4119,104269
to,to,PART,aux,go,True,True,False,4119,104270
go,go,VERB,pcomp,but,True,True,False,4119,104271
;,;,PUNCT,punct,remain,False,False,False,4119,104272
and,and,CCONJ,cc,see,True,True,False,4119,104273
Elizabeth,elizabeth,PROPN,nsubj,find,False,True,False,4119,104274
",",",",PUNCT,punct,find,False,False,False,4119,104275
after,after,ADP,prep,find,True,True,False,4119,104276
all,all,DET,predet,misery,True,True,False,4119,104277
the,the,DET,det,misery,True,True,False,4119,104278
misery,misery,NOUN,pobj,after,False,True,False,4119,104279
of,of,ADP,prep,misery,True,True,False,4119,104280
the,the,DET,det,morning,True,True,False,4119,104281
morning,morning,NOUN,pobj,of,False,True,False,4119,104282
",",",",PUNCT,punct,find,False,False,False,4119,104283
found,find,VERB,conj,see,False,True,False,4119,104284
herself,herself,PRON,dobj,find,True,True,False,4119,104285
",",",",PUNCT,punct,find,False,False,False,4119,104286
in,in,ADP,prep,find,True,True,False,4119,104287
a,a,DET,det,space,True,True,False,4119,104288
shorter,short,ADJ,amod,space,False,True,False,4119,104289
space,space,NOUN,pobj,in,False,True,False,4119,104290
of,of,ADP,prep,space,True,True,False,4119,104291
time,time,NOUN,pobj,of,False,True,False,4119,104292
than,than,SCONJ,mark,suppose,True,True,False,4119,104293
she,she,PRON,nsubj,suppose,True,True,False,4119,104294
could,could,AUX,aux,suppose,True,True,False,4119,104295
have,have,AUX,aux,suppose,True,True,False,4119,104296
supposed,suppose,VERB,advcl,space,False,True,False,4119,104297
",",",",PUNCT,punct,in,False,False,False,4119,104298
seated,seat,VERB,advcl,find,False,True,False,4119,104299
in,in,ADP,prep,seat,True,True,False,4119,104300
the,the,DET,det,carriage,True,True,False,4119,104301
carriage,carriage,NOUN,pobj,in,False,True,False,4119,104302
",",",",PUNCT,punct,seat,False,False,False,4119,104303
and,and,CCONJ,cc,seat,True,True,False,4119,104304
on,on,ADP,conj,seat,True,True,False,4119,104305
the,the,DET,det,road,True,True,False,4119,104306
road,road,NOUN,pobj,on,False,True,False,4119,104307
to,to,ADP,prep,road,True,True,False,4119,104308
Longbourn,longbourn,PROPN,pobj,to,False,True,False,4119,104309
.,.,PUNCT,punct,find,False,False,False,4119,104310
[,[,PUNCT,punct,illustration,False,False,False,4120,104311
Illustration,illustration,NOUN,ROOT,illustration,False,True,False,4120,104312
:,:,PUNCT,punct,illustration,False,False,False,4120,104313
“,"""",PUNCT,punct,illustration,False,False,True,4120,104314
The,the,DET,det,earnest,True,True,True,4120,104315
first,first,ADJ,amod,earnest,True,True,True,4120,104316
pleasing,pleasing,ADJ,amod,earnest,False,True,True,4120,104317
earnest,earnest,ADJ,appos,illustration,False,True,True,4120,104318
of,of,ADP,prep,earnest,True,True,True,4120,104319
their,their,PRON,poss,welcome,True,True,True,4120,104320
welcome,welcome,NOUN,pobj,of,False,True,True,4120,104321
”,"""",PUNCT,punct,illustration,False,False,True,4120,104322
],],PUNCT,punct,illustration,False,False,False,4120,104323
CHAPTER,chapter,NOUN,ROOT,chapter,False,True,False,4121,104324
XLVII,xlvii,NUM,nummod,chapter,False,True,False,4121,104325
.,.,PUNCT,punct,chapter,False,False,False,4121,104326
[,[,PUNCT,punct,say,False,False,False,4122,104327
Illustration,illustration,NOUN,prep,[,False,True,False,4122,104328
],],X,nmod,illustration,False,False,False,4122,104329
“,"""",PUNCT,punct,say,False,False,True,4122,104330
I,i,PRON,nsubj,think,True,True,True,4122,104331
have,have,AUX,aux,think,True,True,True,4122,104332
been,be,AUX,aux,think,True,True,True,4122,104333
thinking,think,VERB,ccomp,say,False,True,True,4122,104334
it,it,PRON,dobj,think,True,True,True,4122,104335
over,over,ADP,prt,think,True,True,True,4122,104336
again,again,ADV,advmod,think,True,True,True,4122,104337
",",",",PUNCT,punct,think,False,False,True,4122,104338
Elizabeth,elizabeth,PROPN,npadvmod,think,False,True,True,4122,104339
",",",",PUNCT,punct,say,False,False,True,4122,104340
”,"""",PUNCT,punct,say,False,False,True,4122,104341
said,say,VERB,ROOT,say,False,True,False,4122,104342
her,her,PRON,poss,uncle,True,True,False,4122,104343
uncle,uncle,NOUN,nsubj,say,False,True,False,4122,104344
",",",",PUNCT,punct,say,False,False,False,4122,104345
as,as,SCONJ,mark,drive,True,True,False,4122,104346
they,they,PRON,nsubj,drive,True,True,False,4122,104347
drove,drive,VERB,advcl,say,False,True,False,4122,104348
from,from,ADP,prep,drive,True,True,False,4122,104349
the,the,DET,det,town,True,True,False,4122,104350
town,town,NOUN,pobj,from,False,True,False,4122,104351
;,;,PUNCT,punct,say,False,False,False,4122,104352
“,"""",PUNCT,punct,say,False,False,True,4122,104353
and,and,CCONJ,cc,say,True,True,True,4122,104354
really,really,ADV,advmod,be,True,True,True,4122,104355
",",",",PUNCT,punct,be,False,False,True,4122,104356
upon,upon,SCONJ,prep,be,True,True,True,4122,104357
serious,serious,ADJ,amod,consideration,True,True,True,4122,104358
consideration,consideration,NOUN,pobj,upon,False,True,True,4122,104359
",",",",PUNCT,punct,be,False,False,True,4122,104360
I,i,PRON,nsubj,be,True,True,True,4122,104361
am,be,AUX,conj,say,True,True,True,4122,104362
much,much,ADV,advmod,more,True,True,True,4122,104363
more,more,ADV,advmod,inclined,True,True,True,4122,104364
inclined,inclined,ADJ,acomp,be,False,True,True,4122,104365
than,than,SCONJ,mark,be,True,True,True,4122,104366
I,i,PRON,nsubj,be,True,True,True,4122,104367
was,be,AUX,advcl,inclined,True,True,True,4122,104368
to,to,PART,aux,judge,True,True,True,4122,104369
judge,judge,VERB,xcomp,inclined,False,True,True,4122,104370
as,as,SCONJ,mark,do,True,True,True,4122,104371
your,your,PRON,poss,sister,True,True,True,4122,104372
eldest,eld,ADJ,amod,sister,False,True,True,4122,104373
sister,sister,NOUN,nsubj,do,False,True,True,4122,104374
does,do,VERB,advcl,judge,True,True,True,4122,104375
of,of,ADP,prep,judge,True,True,True,4122,104376
the,the,DET,det,matter,True,True,True,4122,104377
matter,matter,NOUN,pobj,of,False,True,True,4122,104378
.,.,PUNCT,punct,be,False,False,True,4122,104379
It,it,PRON,nsubj,appear,True,True,True,4123,104380
appears,appear,VERB,ROOT,appear,False,True,True,4123,104381
to,to,ADP,prep,appear,True,True,True,4123,104382
me,i,PRON,pobj,to,True,True,True,4123,104383
so,so,ADV,advmod,unlikely,True,True,True,4123,104384
very,very,ADV,advmod,unlikely,True,True,True,4123,104385
unlikely,unlikely,ADJ,oprd,appear,False,True,True,4123,104386
that,that,SCONJ,mark,form,True,True,True,4123,104387
any,any,DET,det,man,True,True,True,4123,104388
young,young,ADJ,amod,man,False,True,True,4123,104389
man,man,NOUN,nsubj,form,False,True,True,4123,104390
should,should,AUX,aux,form,True,True,True,4123,104391
form,form,VERB,ccomp,unlikely,False,True,True,4123,104392
such,such,DET,predet,design,True,True,True,4123,104393
a,a,DET,det,design,True,True,True,4123,104394
design,design,NOUN,dobj,form,False,True,True,4123,104395
against,against,ADP,prep,design,True,True,True,4123,104396
a,a,DET,det,girl,True,True,True,4123,104397
girl,girl,NOUN,pobj,against,False,True,True,4123,104398
who,who,PRON,nsubj,be,True,True,True,4123,104399
is,be,AUX,relcl,girl,True,True,True,4123,104400
by,by,ADP,prep,be,True,True,True,4123,104401
no,no,DET,det,mean,True,True,True,4123,104402
means,mean,NOUN,pobj,by,False,True,True,4123,104403
unprotected,unprotected,ADJ,acomp,be,False,True,True,4123,104404
or,or,CCONJ,cc,unprotected,True,True,True,4123,104405
friendless,friendless,ADJ,conj,unprotected,False,True,True,4123,104406
",",",",PUNCT,punct,be,False,False,True,4123,104407
and,and,CCONJ,cc,be,True,True,True,4123,104408
who,who,PRON,nsubj,stay,True,True,True,4123,104409
was,be,AUX,aux,stay,True,True,True,4123,104410
actually,actually,ADV,advmod,stay,False,True,True,4123,104411
staying,stay,VERB,conj,be,False,True,True,4123,104412
in,in,ADP,prep,stay,True,True,True,4123,104413
his,his,PRON,poss,colonel,True,True,True,4123,104414
Colonel,colonel,NOUN,poss,family,False,True,True,4123,104415
’s,’s,PART,case,colonel,True,False,True,4123,104416
family,family,NOUN,pobj,in,False,True,True,4123,104417
",",",",PUNCT,punct,be,False,False,True,4123,104418
that,that,SCONJ,mark,be,True,True,True,4123,104419
I,i,PRON,nsubj,be,True,True,True,4123,104420
am,be,AUX,dep,be,True,True,True,4123,104421
strongly,strongly,ADV,advmod,inclined,False,True,True,4123,104422
inclined,inclined,ADJ,acomp,be,False,True,True,4123,104423
to,to,PART,aux,hope,True,True,True,4123,104424
hope,hope,VERB,xcomp,inclined,False,True,True,4123,104425
the,the,DET,det,good,True,True,True,4123,104426
best,good,ADJ,dobj,hope,False,True,True,4123,104427
.,.,PUNCT,punct,be,False,False,True,4123,104428
Could,could,AUX,aux,expect,True,True,True,4124,104429
he,he,PRON,nsubj,expect,True,True,True,4124,104430
expect,expect,VERB,ROOT,expect,False,True,True,4124,104431
that,that,SCONJ,mark,step,True,True,True,4124,104432
her,her,PRON,poss,friend,True,True,True,4124,104433
friends,friend,NOUN,nsubj,step,False,True,True,4124,104434
would,would,AUX,aux,step,True,True,True,4124,104435
not,not,PART,neg,step,True,True,True,4124,104436
step,step,VERB,ccomp,expect,False,True,True,4124,104437
forward,forward,ADV,advmod,step,False,True,True,4124,104438
?,?,PUNCT,punct,expect,False,False,True,4124,104439
Could,could,AUX,aux,expect,True,True,True,4125,104440
he,he,PRON,nsubj,expect,True,True,True,4125,104441
expect,expect,VERB,ROOT,expect,False,True,True,4125,104442
to,to,PART,aux,notice,True,True,True,4125,104443
be,be,AUX,auxpass,notice,True,True,True,4125,104444
noticed,notice,VERB,xcomp,expect,False,True,True,4125,104445
again,again,ADV,advmod,notice,True,True,True,4125,104446
by,by,ADP,agent,notice,True,True,True,4125,104447
the,the,DET,det,regiment,True,True,True,4125,104448
regiment,regiment,NOUN,pobj,by,False,True,True,4125,104449
",",",",PUNCT,punct,notice,False,False,True,4125,104450
after,after,ADP,prep,notice,True,True,True,4125,104451
such,such,DET,predet,affront,True,True,True,4125,104452
an,an,DET,det,affront,True,True,True,4125,104453
affront,affront,NOUN,pobj,after,False,True,True,4125,104454
to,to,ADP,prep,affront,True,True,True,4125,104455
Colonel,colonel,PROPN,compound,forster,False,True,True,4125,104456
Forster,forster,PROPN,pobj,to,False,True,True,4125,104457
?,?,PUNCT,punct,expect,False,False,True,4125,104458
His,his,PRON,poss,temptation,True,True,True,4126,104459
temptation,temptation,NOUN,nsubj,be,False,True,True,4126,104460
is,be,AUX,ROOT,be,True,True,True,4126,104461
not,not,PART,neg,be,True,True,True,4126,104462
adequate,adequate,ADJ,acomp,be,False,True,True,4126,104463
to,to,ADP,prep,adequate,True,True,True,4126,104464
the,the,DET,det,risk,True,True,True,4126,104465
risk,risk,NOUN,pobj,to,False,True,True,4126,104466
.,.,PUNCT,punct,be,False,False,True,4126,104467
”,"""",PUNCT,punct,be,False,False,True,4126,104468
“,"""",PUNCT,punct,think,False,False,True,4127,104469
Do,do,AUX,aux,think,True,True,True,4127,104470
you,you,PRON,nsubj,think,True,True,True,4127,104471
really,really,ADV,advmod,think,True,True,True,4127,104472
think,think,VERB,ccomp,cry,False,True,True,4127,104473
so,so,ADV,advmod,think,True,True,True,4127,104474
?,?,PUNCT,punct,cry,False,False,True,4127,104475
”,"""",PUNCT,punct,cry,False,False,True,4127,104476
cried,cry,VERB,ROOT,cry,False,True,False,4127,104477
Elizabeth,elizabeth,PROPN,nsubj,cry,False,True,False,4127,104478
",",",",PUNCT,punct,cry,False,False,False,4127,104479
brightening,brighten,VERB,advcl,cry,False,True,False,4127,104480
up,up,ADP,prt,brighten,True,True,False,4127,104481
for,for,ADP,prep,brighten,True,True,False,4127,104482
a,a,DET,det,moment,True,True,False,4127,104483
moment,moment,NOUN,pobj,for,False,True,False,4127,104484
.,.,PUNCT,punct,cry,False,False,False,4127,104485
“,"""",PUNCT,punct,begin,False,False,True,4128,104486
Upon,upon,SCONJ,prep,begin,True,True,True,4128,104487
my,my,PRON,poss,word,True,True,True,4128,104488
word,word,NOUN,pobj,upon,False,True,True,4128,104489
",",",",PUNCT,punct,say,False,False,True,4128,104490
”,"""",PUNCT,punct,say,False,False,True,4128,104491
said,say,VERB,parataxis,begin,False,True,False,4128,104492
Mrs.,mrs.,PROPN,compound,gardiner,False,False,False,4128,104493
Gardiner,gardiner,PROPN,nsubj,say,False,True,False,4128,104494
",",",",PUNCT,punct,say,False,False,False,4128,104495
“,"""",PUNCT,punct,begin,False,False,True,4128,104496
I,i,PRON,nsubj,begin,True,True,True,4128,104497
begin,begin,VERB,ROOT,begin,False,True,True,4128,104498
to,to,PART,aux,be,True,True,True,4128,104499
be,be,AUX,xcomp,begin,True,True,True,4128,104500
of,of,ADP,prep,be,True,True,True,4128,104501
your,your,PRON,poss,uncle,True,True,True,4128,104502
uncle,uncle,NOUN,poss,opinion,False,True,True,4128,104503
’s,’s,PART,case,uncle,True,False,True,4128,104504
opinion,opinion,NOUN,pobj,of,False,True,True,4128,104505
.,.,PUNCT,punct,begin,False,False,True,4128,104506
It,it,PRON,nsubj,be,True,True,True,4129,104507
is,be,AUX,ROOT,be,True,True,True,4129,104508
really,really,ADV,advmod,be,True,True,True,4129,104509
too,too,ADV,advmod,great,True,True,True,4129,104510
great,great,ADJ,amod,violation,False,True,True,4129,104511
a,a,DET,det,violation,True,True,True,4129,104512
violation,violation,NOUN,attr,be,False,True,True,4129,104513
of,of,ADP,prep,violation,True,True,True,4129,104514
decency,decency,NOUN,pobj,of,False,True,True,4129,104515
",",",",PUNCT,punct,decency,False,False,True,4129,104516
honour,honour,NOUN,conj,decency,False,True,True,4129,104517
",",",",PUNCT,punct,honour,False,False,True,4129,104518
and,and,CCONJ,cc,honour,True,True,True,4129,104519
interest,interest,NOUN,conj,honour,False,True,True,4129,104520
",",",",PUNCT,punct,be,False,False,True,4129,104521
for,for,SCONJ,mark,be,True,True,True,4129,104522
him,he,PRON,nsubj,be,True,True,True,4129,104523
to,to,PART,aux,be,True,True,True,4129,104524
be,be,AUX,dep,be,True,True,True,4129,104525
guilty,guilty,ADJ,acomp,be,False,True,True,4129,104526
of,of,ADP,prep,guilty,True,True,True,4129,104527
it,it,PRON,pobj,of,True,True,True,4129,104528
.,.,PUNCT,punct,be,False,False,True,4129,104529
I,i,PRON,nsubj,think,True,True,True,4130,104530
can,can,AUX,aux,think,True,True,True,4130,104531
not,not,PART,neg,think,True,True,True,4130,104532
think,think,VERB,ROOT,think,False,True,True,4130,104533
so,so,ADV,advmod,think,True,True,True,4130,104534
very,very,ADV,advmod,ill,True,True,True,4130,104535
ill,ill,ADV,advmod,think,False,True,True,4130,104536
of,of,ADP,prep,think,True,True,True,4130,104537
Wickham,wickham,PROPN,pobj,of,False,True,True,4130,104538
.,.,PUNCT,punct,think,False,False,True,4130,104539
Can,can,AUX,aux,give,True,True,True,4131,104540
you,you,PRON,nsubj,give,True,True,True,4131,104541
",",",",PUNCT,punct,you,False,False,True,4131,104542
yourself,yourself,PRON,appos,you,True,True,True,4131,104543
",",",",PUNCT,punct,you,False,False,True,4131,104544
Lizzie,lizzie,PROPN,appos,you,False,True,True,4131,104545
